# ACTS Test Suite Generation: Thu May 11 19:52:10 EDT 2017
#  '*' represents don't care value 
# Degree of interaction coverage: 4
# Number of parameters: 4
# Maximum number of values per parameter: 9
# Number of configurations: 3024
server.max-keep-alive-idle@/home/xha225/PlayGround/TestSubjects/lighttpd-1.4.45.T2/SETUP/conf/lighttpd.conf,connection.kbytes-per-second@/home/xha225/PlayGround/TestSubjects/lighttpd-1.4.45.T2/SETUP/conf/lighttpd.conf,server.max-read-idle@/home/xha225/PlayGround/TestSubjects/lighttpd-1.4.45.T2/SETUP/conf/lighttpd.conf,server.listen-backlog@/home/xha225/PlayGround/TestSubjects/lighttpd-1.4.45.T2/SETUP/conf/lighttpd.conf
5,44,88,492
7,44,88,492
9,44,88,492
11,44,88,492
13,44,88,492
15,44,88,492
5,51,88,492
7,51,88,492
9,51,88,492
11,51,88,492
13,51,88,492
15,51,88,492
5,58,88,492
7,58,88,492
9,58,88,492
11,58,88,492
13,58,88,492
15,58,88,492
5,16,101,128
7,16,101,128
9,16,101,128
11,16,101,128
13,16,101,128
15,16,101,128
5,23,101,128
7,23,101,128
9,23,101,128
11,23,101,128
13,23,101,128
15,23,101,128
5,30,101,128
7,30,101,128
9,30,101,128
11,30,101,128
13,30,101,128
15,30,101,128
5,37,101,128
7,37,101,128
9,37,101,128
11,37,101,128
13,37,101,128
15,37,101,128
5,44,101,128
7,44,101,128
9,44,101,128
11,44,101,128
13,44,101,128
15,44,101,128
5,51,101,128
7,51,101,128
9,51,101,128
11,51,101,128
13,51,101,128
15,51,101,128
5,58,101,128
7,58,101,128
9,58,101,128
11,58,101,128
13,58,101,128
15,58,101,128
5,16,101,180
7,16,101,180
9,16,101,180
11,16,101,180
13,16,101,180
15,16,101,180
5,23,101,180
7,23,101,180
9,23,101,180
11,23,101,180
13,23,101,180
15,23,101,180
5,30,101,180
7,30,101,180
9,30,101,180
11,30,101,180
13,30,101,180
15,30,101,180
5,37,101,180
7,37,101,180
9,37,101,180
11,37,101,180
13,37,101,180
15,37,101,180
5,44,101,180
7,44,101,180
9,44,101,180
11,44,101,180
13,44,101,180
15,44,101,180
5,51,101,180
7,51,101,180
9,51,101,180
11,51,101,180
13,51,101,180
15,51,101,180
5,58,101,180
7,58,101,180
9,58,101,180
11,58,101,180
13,58,101,180
15,58,101,180
5,16,101,232
7,16,101,232
9,16,101,232
11,16,101,232
13,16,101,232
15,16,101,232
5,23,101,232
7,23,101,232
9,23,101,232
11,23,101,232
13,23,101,232
15,23,101,232
5,30,101,232
7,30,101,232
9,30,101,232
11,30,101,232
13,30,101,232
15,30,101,232
5,37,101,232
7,37,101,232
9,37,101,232
11,37,101,232
13,37,101,232
15,37,101,232
5,44,101,232
7,44,101,232
9,44,101,232
11,44,101,232
13,44,101,232
15,44,101,232
5,51,101,232
7,51,101,232
9,51,101,232
11,51,101,232
13,51,101,232
15,51,101,232
5,58,101,232
7,58,101,232
9,58,101,232
11,58,101,232
13,58,101,232
15,58,101,232
5,16,101,284
7,16,101,284
9,16,101,284
11,16,101,284
13,16,101,284
15,16,101,284
5,23,101,284
7,23,101,284
9,23,101,284
11,23,101,284
13,23,101,284
15,23,101,284
5,30,101,284
7,30,101,284
9,30,101,284
11,30,101,284
13,30,101,284
15,30,101,284
5,37,101,284
7,37,101,284
9,37,101,284
11,37,101,284
13,37,101,284
15,37,101,284
5,44,101,284
7,44,101,284
9,44,101,284
11,44,101,284
13,44,101,284
15,44,101,284
5,51,101,284
7,51,101,284
9,51,101,284
11,51,101,284
13,51,101,284
15,51,101,284
5,58,101,284
7,58,101,284
9,58,101,284
11,58,101,284
13,58,101,284
15,58,101,284
5,16,101,336
7,16,101,336
9,16,101,336
11,16,101,336
13,16,101,336
15,16,101,336
5,23,101,336
7,23,101,336
9,23,101,336
11,23,101,336
13,23,101,336
15,23,101,336
5,30,101,336
7,30,101,336
9,30,101,336
11,30,101,336
13,30,101,336
15,30,101,336
5,37,101,336
7,37,101,336
9,37,101,336
11,37,101,336
13,37,101,336
15,37,101,336
5,44,101,336
7,44,101,336
9,44,101,336
11,44,101,336
13,44,101,336
15,44,101,336
5,51,101,336
7,51,101,336
9,51,101,336
11,51,101,336
13,51,101,336
15,51,101,336
5,58,101,336
7,58,101,336
9,58,101,336
11,58,101,336
13,58,101,336
15,58,101,336
5,16,101,388
7,16,101,388
9,16,101,388
11,16,101,388
13,16,101,388
15,16,101,388
5,23,101,388
7,23,101,388
9,23,101,388
11,23,101,388
13,23,101,388
15,23,101,388
5,30,101,388
7,30,101,388
9,30,101,388
11,30,101,388
13,30,101,388
15,30,101,388
5,37,101,388
7,37,101,388
9,37,101,388
11,37,101,388
13,37,101,388
15,37,101,388
5,44,101,388
7,44,101,388
9,44,101,388
11,44,101,388
13,44,101,388
15,44,101,388
5,51,101,388
7,51,101,388
9,51,101,388
11,51,101,388
13,51,101,388
15,51,101,388
5,58,101,388
7,58,101,388
9,58,101,388
11,58,101,388
13,58,101,388
15,58,101,388
5,16,101,440
7,16,101,440
9,16,101,440
11,16,101,440
13,16,101,440
15,16,101,440
5,23,101,440
7,23,101,440
9,23,101,440
11,23,101,440
13,23,101,440
15,23,101,440
5,30,101,440
7,30,101,440
9,30,101,440
11,30,101,440
13,30,101,440
15,30,101,440
5,37,101,440
7,37,101,440
9,37,101,440
11,37,101,440
13,37,101,440
15,37,101,440
5,44,101,440
7,44,101,440
9,44,101,440
11,44,101,440
13,44,101,440
15,44,101,440
5,51,101,440
7,51,101,440
9,51,101,440
11,51,101,440
13,51,101,440
15,51,101,440
5,58,101,440
7,58,101,440
9,58,101,440
11,58,101,440
13,58,101,440
15,58,101,440
5,16,101,492
7,16,101,492
9,16,101,492
11,16,101,492
13,16,101,492
15,16,101,492
5,23,101,492
7,23,101,492
9,23,101,492
11,23,101,492
13,23,101,492
15,23,101,492
5,30,101,492
7,30,101,492
9,30,101,492
11,30,101,492
13,30,101,492
15,30,101,492
5,37,101,492
7,37,101,492
9,37,101,492
11,37,101,492
13,37,101,492
15,37,101,492
5,44,101,492
7,44,101,492
9,44,101,492
11,44,101,492
13,44,101,492
15,44,101,492
5,51,101,492
7,51,101,492
9,51,101,492
11,51,101,492
13,51,101,492
15,51,101,492
5,58,101,492
7,58,101,492
9,58,101,492
11,58,101,492
13,58,101,492
15,58,101,492
5,16,114,128
7,16,114,128
9,16,114,128
11,16,114,128
13,16,114,128
15,16,114,128
5,23,114,128
7,23,114,128
9,23,114,128
11,23,114,128
13,23,114,128
15,23,114,128
5,30,114,128
7,30,114,128
9,30,114,128
11,30,114,128
13,30,114,128
15,30,114,128
5,37,114,128
7,37,114,128
9,37,114,128
11,37,114,128
13,37,114,128
15,37,114,128
5,44,114,128
7,44,114,128
9,44,114,128
11,44,114,128
13,44,114,128
15,44,114,128
5,51,114,128
7,51,114,128
9,51,114,128
11,51,114,128
13,51,114,128
15,51,114,128
5,58,114,128
7,58,114,128
9,58,114,128
11,58,114,128
13,58,114,128
15,58,114,128
5,16,114,180
7,16,114,180
9,16,114,180
11,16,114,180
13,16,114,180
15,16,114,180
5,23,114,180
7,23,114,180
9,23,114,180
11,23,114,180
13,23,114,180
15,23,114,180
5,30,114,180
7,30,114,180
9,30,114,180
11,30,114,180
13,30,114,180
15,30,114,180
5,37,114,180
7,37,114,180
9,37,114,180
11,37,114,180
13,37,114,180
15,37,114,180
5,44,114,180
7,44,114,180
9,44,114,180
11,44,114,180
13,44,114,180
15,44,114,180
5,51,114,180
7,51,114,180
9,51,114,180
11,51,114,180
13,51,114,180
15,51,114,180
5,58,114,180
7,58,114,180
9,58,114,180
11,58,114,180
13,58,114,180
15,58,114,180
5,16,114,232
7,16,114,232
9,16,114,232
11,16,114,232
13,16,114,232
15,16,114,232
5,23,114,232
7,23,114,232
9,23,114,232
11,23,114,232
13,23,114,232
15,23,114,232
5,30,114,232
7,30,114,232
9,30,114,232
11,30,114,232
13,30,114,232
15,30,114,232
5,37,114,232
7,37,114,232
9,37,114,232
11,37,114,232
13,37,114,232
15,37,114,232
5,44,114,232
7,44,114,232
9,44,114,232
11,44,114,232
13,44,114,232
15,44,114,232
5,51,114,232
7,51,114,232
9,51,114,232
11,51,114,232
13,51,114,232
15,51,114,232
5,58,114,232
7,58,114,232
9,58,114,232
11,58,114,232
13,58,114,232
15,58,114,232
5,16,114,284
7,16,114,284
9,16,114,284
11,16,114,284
13,16,114,284
15,16,114,284
5,23,114,284
7,23,114,284
9,23,114,284
11,23,114,284
13,23,114,284
15,23,114,284
5,30,114,284
7,30,114,284
9,30,114,284
11,30,114,284
13,30,114,284
15,30,114,284
5,37,114,284
7,37,114,284
9,37,114,284
11,37,114,284
13,37,114,284
15,37,114,284
5,44,114,284
7,44,114,284
9,44,114,284
11,44,114,284
13,44,114,284
15,44,114,284
5,51,114,284
7,51,114,284
9,51,114,284
11,51,114,284
13,51,114,284
15,51,114,284
5,58,114,284
7,58,114,284
9,58,114,284
11,58,114,284
13,58,114,284
15,58,114,284
5,16,114,336
7,16,114,336
9,16,114,336
11,16,114,336
13,16,114,336
15,16,114,336
5,23,114,336
7,23,114,336
9,23,114,336
11,23,114,336
13,23,114,336
15,23,114,336
5,30,114,336
7,30,114,336
9,30,114,336
11,30,114,336
13,30,114,336
15,30,114,336
5,37,114,336
7,37,114,336
9,37,114,336
11,37,114,336
13,37,114,336
15,37,114,336
5,44,114,336
7,44,114,336
9,44,114,336
11,44,114,336
13,44,114,336
15,44,114,336
5,51,114,336
7,51,114,336
9,51,114,336
11,51,114,336
13,51,114,336
15,51,114,336
5,58,114,336
7,58,114,336
9,58,114,336
11,58,114,336
13,58,114,336
15,58,114,336
5,16,114,388
7,16,114,388
9,16,114,388
11,16,114,388
13,16,114,388
15,16,114,388
5,23,114,388
7,23,114,388
9,23,114,388
11,23,114,388
13,23,114,388
15,23,114,388
5,30,114,388
7,30,114,388
9,30,114,388
11,30,114,388
13,30,114,388
15,30,114,388
5,37,114,388
7,37,114,388
9,37,114,388
11,37,114,388
13,37,114,388
15,37,114,388
5,44,114,388
7,44,114,388
9,44,114,388
11,44,114,388
13,44,114,388
15,44,114,388
5,51,114,388
7,51,114,388
9,51,114,388
11,51,114,388
13,51,114,388
15,51,114,388
5,58,114,388
7,58,114,388
9,58,114,388
11,58,114,388
13,58,114,388
15,58,114,388
5,16,114,440
7,16,114,440
9,16,114,440
11,16,114,440
13,16,114,440
15,16,114,440
5,23,114,440
7,23,114,440
9,23,114,440
11,23,114,440
13,23,114,440
15,23,114,440
5,30,114,440
7,30,114,440
9,30,114,440
11,30,114,440
13,30,114,440
15,30,114,440
5,37,114,440
7,37,114,440
9,37,114,440
11,37,114,440
13,37,114,440
15,37,114,440
5,44,114,440
7,44,114,440
9,44,114,440
11,44,114,440
13,44,114,440
15,44,114,440
5,51,114,440
7,51,114,440
9,51,114,440
11,51,114,440
13,51,114,440
15,51,114,440
5,58,114,440
7,58,114,440
9,58,114,440
11,58,114,440
13,58,114,440
15,58,114,440
5,16,114,492
7,16,114,492
9,16,114,492
11,16,114,492
13,16,114,492
15,16,114,492
5,23,114,492
7,23,114,492
9,23,114,492
11,23,114,492
13,23,114,492
15,23,114,492
5,30,114,492
7,30,114,492
9,30,114,492
11,30,114,492
13,30,114,492
15,30,114,492
5,37,114,492
7,37,114,492
9,37,114,492
11,37,114,492
13,37,114,492
15,37,114,492
5,44,114,492
7,44,114,492
9,44,114,492
11,44,114,492
13,44,114,492
15,44,114,492
5,51,114,492
7,51,114,492
9,51,114,492
11,51,114,492
13,51,114,492
15,51,114,492
5,58,114,492
7,58,114,492
9,58,114,492
11,58,114,492
13,58,114,492
15,58,114,492
